ZIP,STCOUNTYFP,CITY,STATE,COUNTYNAME
36091,1001,Verbena,AL,Autauga County
36758,1001,Plantersville,AL,Autauga County
36006,1001,Billingsley,AL,Autauga County
36067,1001,Prattville,AL,Autauga County
36701,1001,Selma,AL,Autauga County
36003,1001,Autaugaville,AL,Autauga County
36008,1001,Booth,AL,Autauga County
36068,1001,Prattville,AL,Autauga County
36022,1001,Deatsville,AL,Autauga County
36703,1001,Selma,AL,Autauga County
36749,1001,Jones,AL,Autauga County
36066,1001,Prattville,AL,Autauga County
36051,1001,Marbury,AL,Autauga County
36502,1003,Atmore,AL,Baldwin County
36507,1003,Bay minette,AL,Baldwin County
36527,1003,Daphne,AL,Baldwin County
36532,1003,Fairhope,AL,Baldwin County
36561,1003,Orange beach,AL,Baldwin County
36550,1003,Little river,AL,Baldwin County
36564,1003,Point clear,AL,Baldwin County
36579,1003,Stockton,AL,Baldwin County
36526,1003,Daphne,AL,Baldwin County
36551,1003,Loxley,AL,Baldwin County
36555,1003,Magnolia springs,AL,Baldwin County
36542,1003,Gulf shores,AL,Baldwin County
36567,1003,Robertsdale,AL,Baldwin County
36533,1003,Fairhope,AL,Baldwin County
36576,1003,Silverhill,AL,Baldwin County
36580,1003,Summerdale,AL,Baldwin County
36547,1003,Gulf shores,AL,Baldwin County
36559,1003,Montrose,AL,Baldwin County
36562,1003,Perdido,AL,Baldwin County
36549,1003,Lillian,AL,Baldwin County
36577,1003,Spanish fort,AL,Baldwin County
36511,1003,Bon secour,AL,Baldwin County
36530,1003,Elberta,AL,Baldwin County
36480,1003,Uriah,AL,Baldwin County
36535,1003,Foley,AL,Baldwin County
36574,1003,Seminole,AL,Baldwin County
36536,1003,Foley,AL,Baldwin County
36578,1003,Stapleton,AL,Baldwin County
36017,1005,Clio,AL,Barbour County
36016,1005,Clayton,AL,Barbour County
36317,1005,Clopton,AL,Barbour County
36072,1005,Eufaula,AL,Barbour County
36311,1005,Ariton,AL,Barbour County
36048,1005,Louisville,AL,Barbour County
36053,1005,Midway,AL,Barbour County
36374,1005,Skipperville,AL,Barbour County
36027,1005,Eufaula,AL,Barbour County
35115,1007,Montevallo,AL,Bibb County
35184,1007,West blocton,AL,Bibb County
36750,1007,Maplesville,AL,Bibb County
36756,1007,Marion,AL,Bibb County
35074,1007,Green pond,AL,Bibb County
35042,1007,Centreville,AL,Bibb County
35111,1007,Mc calla,AL,Bibb County
35456,1007,Duncanville,AL,Bibb County
36792,1007,Randolph,AL,Bibb County
35080,1007,Helena,AL,Bibb County
35188,1007,Woodstock,AL,Bibb County
35034,1007,Brent,AL,Bibb County
35035,1007,Brierfield,AL,Bibb County
36793,1007,Lawley,AL,Bibb County
35063,1009,Empire,AL,Blount County
35146,1009,Springville,AL,Blount County
35980,1009,Horton,AL,Blount County
35013,1009,Allgood,AL,Blount County
35126,1009,Pinson,AL,Blount County
35097,1009,Locust fork,AL,Blount County
35049,1009,Cleveland,AL,Blount County
35172,1009,Trafford,AL,Blount County
35957,1009,Boaz,AL,Blount County
35031,1009,Blountsville,AL,Blount County
35133,1009,Remlap,AL,Blount County
35976,1009,Guntersville,AL,Blount County
35016,1009,Arab,AL,Blount County
35121,1009,Oneonta,AL,Blount County
35079,1009,Hayden,AL,Blount County
35180,1009,Warrior,AL,Blount County
35952,1009,Altoona,AL,Blount County
36029,1011,Fitzpatrick,AL,Bullock County
36052,1011,Mathews,AL,Bullock County
36089,1011,Union springs,AL,Bullock County
36860,1011,Hurtsboro,AL,Bullock County
36031,1011,Fort davis,AL,Bullock County
36081,1011,Troy,AL,Bullock County
36053,1011,Midway,AL,Bullock County
36005,1011,Banks,AL,Bullock County
36830,1011,Auburn,AL,Bullock County
36071,1013,Rutledge,AL,Butler County
36015,1013,Chapman,AL,Butler County
36042,1013,Honoraville,AL,Butler County
36474,1013,Red level,AL,Butler County
36033,1013,Georgiana,AL,Butler County
36456,1013,Mc kenzie,AL,Butler County
36030,1013,Forest home,AL,Butler County
36032,1013,Fort deposit,AL,Butler County
36037,1013,Greenville,AL,Butler County
36205,1015,Anniston,AL,Calhoun County
36250,1015,Alexandria,AL,Calhoun County
36204,1015,Anniston,AL,Calhoun County
36253,1015,Bynum,AL,Calhoun County
35096,1015,Lincoln,AL,Calhoun County
35905,1015,Gadsden,AL,Calhoun County
36206,1015,Anniston,AL,Calhoun County
36277,1015,Weaver,AL,Calhoun County
36260,1015,Eastaboga,AL,Calhoun County
36207,1015,Anniston,AL,Calhoun County
36272,1015,Piedmont,AL,Calhoun County
36202,1015,Anniston,AL,Calhoun County
36265,1015,Jacksonville,AL,Calhoun County
36201,1015,Anniston,AL,Calhoun County
36203,1015,Oxford,AL,Calhoun County
36257,1015,De armanville,AL,Calhoun County
36271,1015,Ohatchee,AL,Calhoun County
36279,1015,Wellington,AL,Calhoun County
36254,1015,Choccolocco,AL,Calhoun County
36854,1017,Valley,AL,Chambers County
36850,1017,Camp hill,AL,Chambers County
36879,1017,Waverly,AL,Chambers County
36852,1017,Cusseta,AL,Chambers County
36276,1017,Wadley,AL,Chambers County
36274,1017,Roanoke,AL,Chambers County
36801,1017,Opelika,AL,Chambers County
36863,1017,Lanett,AL,Chambers County
36862,1017,Lafayette,AL,Chambers County
36855,1017,Five points,AL,Chambers County
35984,1019,Mentone,AL,Cherokee County
35973,1019,Gaylesville,AL,Cherokee County
35901,1019,Gadsden,AL,Cherokee County
36275,1019,Spring garden,AL,Cherokee County
35903,1019,Gadsden,AL,Cherokee County
35983,1019,Leesburg,AL,Cherokee County
35959,1019,Cedar bluff,AL,Cherokee County
35961,1019,Collinsville,AL,Cherokee County
35967,1019,Fort payne,AL,Cherokee County
36272,1019,Piedmont,AL,Cherokee County
35960,1019,Centre,AL,Cherokee County
35115,1021,Montevallo,AL,Chilton County
36091,1021,Verbena,AL,Chilton County
36758,1021,Plantersville,AL,Chilton County
36790,1021,Stanton,AL,Chilton County
36006,1021,Billingsley,AL,Chilton County
36750,1021,Maplesville,AL,Chilton County
35045,1021,Clanton,AL,Chilton County
36792,1021,Randolph,AL,Chilton County
35040,1021,Calera,AL,Chilton County
35046,1021,Clanton,AL,Chilton County
35171,1021,Thorsby,AL,Chilton County
36051,1021,Marbury,AL,Chilton County
35085,1021,Jemison,AL,Chilton County
36793,1021,Lawley,AL,Chilton County
36915,1023,Needham,AL,Choctaw County
36919,1023,Silas,AL,Choctaw County
36910,1023,Jachin,AL,Choctaw County
36916,1023,Pennington,AL,Choctaw County
36908,1023,Gilbertown,AL,Choctaw County
36913,1023,Melvin,AL,Choctaw County
36912,1023,Lisman,AL,Choctaw County
36921,1023,Toxey,AL,Choctaw County
36558,1023,Millry,AL,Choctaw County
36904,1023,Butler,AL,Choctaw County
36922,1023,Ward,AL,Choctaw County
36540,1025,Gainestown,AL,Clarke County
36524,1025,Coffeeville,AL,Clarke County
36751,1025,Lower peach tree,AL,Clarke County
36727,1025,Campbell,AL,Clarke County
36545,1025,Jackson,AL,Clarke County
36446,1025,Fulton,AL,Clarke County
36451,1025,Grove hill,AL,Clarke County
36436,1025,Dickinson,AL,Clarke County
36784,1025,Thomasville,AL,Clarke County
36482,1025,Whatley,AL,Clarke County
36251,1027,Ashland,AL,Clay County
35089,1027,Kellyton,AL,Clay County
36266,1027,Lineville,AL,Clay County
36267,1027,Millerville,AL,Clay County
36256,1027,Daviston,AL,Clay County
36258,1027,Delta,AL,Clay County
36255,1027,Cragford,AL,Clay County
35072,1027,Goodwater,AL,Clay County
35160,1027,Talladega,AL,Clay County
36276,1027,Wadley,AL,Clay County
36268,1027,Munford,AL,Clay County
35082,1027,Hollins,AL,Clay County
36264,1029,Heflin,AL,Cleburne County
36269,1029,Muscadine,AL,Cleburne County
36258,1029,Delta,AL,Cleburne County
36207,1029,Anniston,AL,Cleburne County
36272,1029,Piedmont,AL,Cleburne County
36262,1029,Fruithurst,AL,Cleburne County
36273,1029,Ranburne,AL,Cleburne County
36261,1029,Edwardsville,AL,Cleburne County
36268,1029,Munford,AL,Cleburne County
36323,1031,Elba,AL,Coffee County
36360,1031,Ozark,AL,Coffee County
36079,1031,Troy,AL,Coffee County
36322,1031,Daleville,AL,Coffee County
36311,1031,Ariton,AL,Coffee County
36453,1031,Kinston,AL,Coffee County
36009,1031,Brantley,AL,Coffee County
36351,1031,New brockton,AL,Coffee County
36010,1031,Brundidge,AL,Coffee County
36330,1031,Enterprise,AL,Coffee County
36316,1031,Chancellor,AL,Coffee County
36034,1031,Glenwood,AL,Coffee County
36467,1031,Opp,AL,Coffee County
36346,1031,Jack,AL,Coffee County
36477,1031,Samson,AL,Coffee County
36318,1031,Coffee springs,AL,Coffee County
35672,1033,Town creek,AL,Colbert County
35646,1033,Leighton,AL,Colbert County
35616,1033,Cherokee,AL,Colbert County
35661,1033,Muscle shoals,AL,Colbert County
35674,1033,Tuscumbia,AL,Colbert County
35654,1033,Russellville,AL,Colbert County
35660,1033,Sheffield,AL,Colbert County
35653,1033,Russellville,AL,Colbert County
35582,1033,Red bay,AL,Colbert County
36502,1035,Atmore,AL,Conecuh County
36474,1035,Red level,AL,Conecuh County
36033,1035,Georgiana,AL,Conecuh County
36456,1035,Mc kenzie,AL,Conecuh County
36473,1035,Range,AL,Conecuh County
36330,1035,Enterprise,AL,Conecuh County
36471,1035,Peterman,AL,Conecuh County
36454,1035,Lenox,AL,Conecuh County
36460,1035,Monroeville,AL,Conecuh County
36401,1035,Evergreen,AL,Conecuh County
36421,1035,Andalusia,AL,Conecuh County
36426,1035,Brewton,AL,Conecuh County
36432,1035,Castleberry,AL,Conecuh County
36475,1035,Repton,AL,Conecuh County
36768,1035,Pine apple,AL,Conecuh County
35151,1037,Sylacauga,AL,Coosa County
35010,1037,Alexander city,AL,Coosa County
35183,1037,Weogufka,AL,Coosa County
35089,1037,Kellyton,AL,Coosa County
36026,1037,Equality,AL,Coosa County
35150,1037,Sylacauga,AL,Coosa County
35072,1037,Goodwater,AL,Coosa County
35136,1037,Rockford,AL,Coosa County
35046,1037,Clanton,AL,Coosa County
36080,1037,Titus,AL,Coosa County
36476,1039,River falls,AL,Covington County
36028,1039,Dozier,AL,Covington County
36474,1039,Red level,AL,Covington County
36453,1039,Kinston,AL,Covington County
36456,1039,Mc kenzie,AL,Covington County
36038,1039,Gantt,AL,Covington County
36442,1039,Florala,AL,Covington County
36455,1039,Lockhart,AL,Covington County
36420,1039,Andalusia,AL,Covington County
36401,1039,Evergreen,AL,Covington County
36421,1039,Andalusia,AL,Covington County
36467,1039,Opp,AL,Covington County
36483,1039,Wing,AL,Covington County
36477,1039,Samson,AL,Covington County
36323,1041,Elba,AL,Crenshaw County
36028,1041,Dozier,AL,Crenshaw County
36071,1041,Rutledge,AL,Crenshaw County
36042,1041,Honoraville,AL,Crenshaw County
36009,1041,Brantley,AL,Crenshaw County
36049,1041,Luverne,AL,Crenshaw County
36041,1041,Highland home,AL,Crenshaw County
36032,1041,Fort deposit,AL,Crenshaw County
36034,1041,Glenwood,AL,Crenshaw County
36035,1041,Goshen,AL,Crenshaw County
36467,1041,Opp,AL,Crenshaw County
36037,1041,Greenville,AL,Crenshaw County
36036,1041,Grady,AL,Crenshaw County
36046,1041,Lapine,AL,Crenshaw County
35619,1043,Danville,AL,Cullman County
35541,1043,Arley,AL,Cullman County
35057,1043,Cullman,AL,Cullman County
35033,1043,Bremen,AL,Cullman County
35055,1043,Cullman,AL,Cullman County
35058,1043,Cullman,AL,Cullman County
35077,1043,Hanceville,AL,Cullman County
35070,1043,Garden city,AL,Cullman County
35087,1043,Joppa,AL,Cullman County
35083,1043,Holly pond,AL,Cullman County
35098,1043,Logan,AL,Cullman County
35976,1043,Guntersville,AL,Cullman County
35056,1043,Cullman,AL,Cullman County
35053,1043,Crane hill,AL,Cullman County
35019,1043,Baileyton,AL,Cullman County
35016,1043,Arab,AL,Cullman County
35179,1043,Vinemont,AL,Cullman County
35540,1043,Addison,AL,Cullman County
35621,1043,Eva,AL,Cullman County
35622,1043,Falkville,AL,Cullman County
35670,1043,Somerville,AL,Cullman County
36360,1045,Ozark,AL,Dale County
36317,1045,Clopton,AL,Dale County
36322,1045,Daleville,AL,Dale County
36361,1045,Ozark,AL,Dale County
36371,1045,Pinckard,AL,Dale County
36311,1045,Ariton,AL,Dale County
36362,1045,Fort rucker,AL,Dale County
36345,1045,Headland,AL,Dale County
36010,1045,Brundidge,AL,Dale County
36330,1045,Enterprise,AL,Dale County
36352,1045,Newton,AL,Dale County
36374,1045,Skipperville,AL,Dale County
36303,1045,Dothan,AL,Dale County
36353,1045,Newville,AL,Dale County
36350,1045,Midland city,AL,Dale County
36758,1047,Plantersville,AL,Dallas County
36773,1047,Safford,AL,Dallas County
36701,1047,Selma,AL,Dallas County
36785,1047,Tyler,AL,Dallas County
36703,1047,Selma,AL,Dallas County
36775,1047,Sardis,AL,Dallas County
36761,1047,Minter,AL,Dallas County
36749,1047,Jones,AL,Dallas County
36767,1047,Orrville,AL,Dallas County
36759,1047,Marion junction,AL,Dallas County
35968,1049,Fort payne,AL,DeKalb County
35984,1049,Mentone,AL,DeKalb County
35765,1049,Pisgah,AL,DeKalb County
35954,1049,Attalla,AL,DeKalb County
35983,1049,Leesburg,AL,DeKalb County
35966,1049,Flat rock,AL,DeKalb County
35975,1049,Groveoak,AL,DeKalb County
35957,1049,Boaz,AL,DeKalb County
35959,1049,Cedar bluff,AL,DeKalb County
35978,1049,Henagar,AL,DeKalb County
35988,1049,Sylvania,AL,DeKalb County
35951,1049,Albertville,AL,DeKalb County
35961,1049,Collinsville,AL,DeKalb County
35967,1049,Fort payne,AL,DeKalb County
35956,1049,Boaz,AL,DeKalb County
35981,1049,Ider,AL,DeKalb County
35974,1049,Geraldine,AL,DeKalb County
35979,1049,Higdon,AL,DeKalb County
35989,1049,Valley head,AL,DeKalb County
35963,1049,Dawson,AL,DeKalb County
35962,1049,Crossville,AL,DeKalb County
35971,1049,Fyffe,AL,DeKalb County
35986,1049,Rainsville,AL,DeKalb County
35771,1049,Section,AL,DeKalb County
36024,1051,Eclectic,AL,Elmore County
35010,1051,Alexander city,AL,Elmore County
36078,1051,Tallassee,AL,Elmore County
36067,1051,Prattville,AL,Elmore County
36092,1051,Wetumpka,AL,Elmore County
36093,1051,Wetumpka,AL,Elmore County
36026,1051,Equality,AL,Elmore County
36054,1051,Millbrook,AL,Elmore County
35136,1051,Rockford,AL,Elmore County
36025,1051,Elmore,AL,Elmore County
36022,1051,Deatsville,AL,Elmore County
36066,1051,Prattville,AL,Elmore County
36051,1051,Marbury,AL,Elmore County
36020,1051,Coosada,AL,Elmore County
36080,1051,Titus,AL,Elmore County
36502,1053,Atmore,AL,Escambia County
36441,1053,Flomaton,AL,Escambia County
36420,1053,Andalusia,AL,Escambia County
36426,1053,Brewton,AL,Escambia County
36432,1053,Castleberry,AL,Escambia County
36475,1053,Repton,AL,Escambia County
36483,1053,Wing,AL,Escambia County
36562,1053,Perdido,AL,Escambia County
36543,1053,Huxford,AL,Escambia County
36503,1053,Atmore,AL,Escambia County
35901,1055,Gadsden,AL,Etowah County
35954,1055,Attalla,AL,Etowah County
35903,1055,Gadsden,AL,Etowah County
35907,1055,Gadsden,AL,Etowah County
35905,1055,Gadsden,AL,Etowah County
35904,1055,Gadsden,AL,Etowah County
35957,1055,Boaz,AL,Etowah County
35961,1055,Collinsville,AL,Etowah County
35972,1055,Gallant,AL,Etowah County
35956,1055,Boaz,AL,Etowah County
36272,1055,Piedmont,AL,Etowah County
35902,1055,Gadsden,AL,Etowah County
35990,1055,Walnut grove,AL,Etowah County
35121,1055,Oneonta,AL,Etowah County
35952,1055,Altoona,AL,Etowah County
35906,1055,Rainbow city,AL,Etowah County
36271,1055,Ohatchee,AL,Etowah County
35554,1057,Eldridge,AL,Fayette County
35594,1057,Winfield,AL,Fayette County
35546,1057,Berry,AL,Fayette County
35549,1057,Carbon hill,AL,Fayette County
35579,1057,Oakman,AL,Fayette County
35563,1057,Guin,AL,Fayette County
35542,1057,Bankston,AL,Fayette County
35545,1057,Belk,AL,Fayette County
35574,1057,Kennedy,AL,Fayette County
35555,1057,Fayette,AL,Fayette County
35559,1057,Glen allen,AL,Fayette County
35585,1059,Spruce pine,AL,Franklin County
35593,1059,Vina,AL,Franklin County
35581,1059,Phil campbell,AL,Franklin County
35616,1059,Cherokee,AL,Franklin County
35674,1059,Tuscumbia,AL,Franklin County
35565,1059,Haleyville,AL,Franklin County
35564,1059,Hackleburg,AL,Franklin County
35651,1059,Mount hope,AL,Franklin County
35654,1059,Russellville,AL,Franklin County
35571,1059,Hodges,AL,Franklin County
35653,1059,Russellville,AL,Franklin County
35582,1059,Red bay,AL,Franklin County
36305,1061,Dothan,AL,Geneva County
36314,1061,Black,AL,Geneva County
36322,1061,Daleville,AL,Geneva County
36375,1061,Slocomb,AL,Geneva County
36453,1061,Kinston,AL,Geneva County
36340,1061,Geneva,AL,Geneva County
36344,1061,Hartford,AL,Geneva County
36316,1061,Chancellor,AL,Geneva County
36442,1061,Florala,AL,Geneva County
36352,1061,Newton,AL,Geneva County
36301,1061,Dothan,AL,Geneva County
36467,1061,Opp,AL,Geneva County
36349,1061,Malvern,AL,Geneva County
36477,1061,Samson,AL,Geneva County
36318,1061,Coffee springs,AL,Geneva County
36313,1061,Bellwood,AL,Geneva County
35480,1063,Ralph,AL,Greene County
35448,1063,Clinton,AL,Greene County
35464,1063,Gainesville,AL,Greene County
35443,1063,Boligee,AL,Greene County
35463,1063,Fosters,AL,Greene County
35469,1063,Knoxville,AL,Greene County
35491,1063,West greene,AL,Greene County
35462,1063,Eutaw,AL,Greene County
36740,1063,Forkland,AL,Greene County
36744,1065,Greensboro,AL,Hale County
36786,1065,Uniontown,AL,Hale County
36756,1065,Marion,AL,Hale County
36765,1065,Newbern,AL,Hale County
35441,1065,Akron,AL,Hale County
35474,1065,Moundville,AL,Hale County
36742,1065,Gallion,AL,Hale County
36776,1065,Sawyerville,AL,Hale County
36738,1065,Faunsdale,AL,Hale County
36317,1067,Clopton,AL,Henry County
36373,1067,Shorterville,AL,Henry County
36319,1067,Columbia,AL,Henry County
36345,1067,Headland,AL,Henry County
36303,1067,Dothan,AL,Henry County
36310,1067,Abbeville,AL,Henry County
36353,1067,Newville,AL,Henry County
36350,1067,Midland city,AL,Henry County
36320,1069,Cottonwood,AL,Houston County
36305,1069,Dothan,AL,Houston County
36312,1069,Ashford,AL,Houston County
36375,1069,Slocomb,AL,Houston County
36319,1069,Columbia,AL,Houston County
36345,1069,Headland,AL,Houston County
36376,1069,Webb,AL,Houston County
36352,1069,Newton,AL,Houston County
36302,1069,Dothan,AL,Houston County
36301,1069,Dothan,AL,Houston County
36303,1069,Dothan,AL,Houston County
36321,1069,Cowarts,AL,Houston County
36343,1069,Gordon,AL,Houston County
36370,1069,Pansey,AL,Houston County
36350,1069,Midland city,AL,Houston County
35751,1071,Hollytree,AL,Jackson County
35752,1071,Hollywood,AL,Jackson County
35765,1071,Pisgah,AL,Jackson County
35745,1071,Estillfork,AL,Jackson County
35776,1071,Woodville,AL,Jackson County
35966,1071,Flat rock,AL,Jackson County
35769,1071,Scottsboro,AL,Jackson County
35978,1071,Henagar,AL,Jackson County
35772,1071,Stevenson,AL,Jackson County
35768,1071,Scottsboro,AL,Jackson County
35748,1071,Gurley,AL,Jackson County
35774,1071,Trenton,AL,Jackson County
35958,1071,Bryant,AL,Jackson County
35740,1071,Bridgeport,AL,Jackson County
35766,1071,Princeton,AL,Jackson County
35979,1071,Higdon,AL,Jackson County
35744,1071,Dutton,AL,Jackson County
35764,1071,Paint rock,AL,Jackson County
35971,1071,Fyffe,AL,Jackson County
35746,1071,Fackler,AL,Jackson County
35755,1071,Langston,AL,Jackson County
35771,1071,Section,AL,Jackson County
35022,1073,Bessemer,AL,Jefferson County
35130,1073,Quinton,AL,Jefferson County
35208,1073,Birmingham,AL,Jefferson County
35242,1073,Birmingham,AL,Jefferson County
35244,1073,Birmingham,AL,Jefferson County
35221,1073,Birmingham,AL,Jefferson County
35224,1073,Birmingham,AL,Jefferson County
35253,1073,Birmingham,AL,Jefferson County
35218,1073,Birmingham,AL,Jefferson County
35243,1073,Birmingham,AL,Jefferson County
35060,1073,Docena,AL,Jefferson County
35123,1073,Palmerdale,AL,Jefferson County
35181,1073,Watson,AL,Jefferson County
35063,1073,Empire,AL,Jefferson County
35094,1073,Leeds,AL,Jefferson County
35005,1073,Adamsville,AL,Jefferson County
35146,1073,Springville,AL,Jefferson County
35203,1073,Birmingham,AL,Jefferson County
35117,1073,Mount olive,AL,Jefferson County
35211,1073,Birmingham,AL,Jefferson County
35222,1073,Birmingham,AL,Jefferson County
35216,1073,Birmingham,AL,Jefferson County
35091,1073,Kimberly,AL,Jefferson County
35231,1073,Birmingham,AL,Jefferson County
35021,1073,Bessemer,AL,Jefferson County
35036,1073,Brookside,AL,Jefferson County
35294,1073,Birmingham,AL,Jefferson County
35254,1073,Birmingham,AL,Jefferson County
35293,1073,Birmingham,AL,Jefferson County
35061,1073,Dolomite,AL,Jefferson County
35064,1073,Fairfield,AL,Jefferson County
35126,1073,Pinson,AL,Jefferson County
35127,1073,Pleasant grove,AL,Jefferson County
35206,1073,Birmingham,AL,Jefferson County
35210,1073,Birmingham,AL,Jefferson County
35202,1073,Birmingham,AL,Jefferson County
35214,1073,Birmingham,AL,Jefferson County
35215,1073,Birmingham,AL,Jefferson County
35233,1073,Birmingham,AL,Jefferson County
35444,1073,Brookwood,AL,Jefferson County
35236,1073,Birmingham,AL,Jefferson County
35023,1073,Bessemer,AL,Jefferson County
35073,1073,Graysville,AL,Jefferson County
35004,1073,Moody,AL,Jefferson County
35172,1073,Trafford,AL,Jefferson County
35111,1073,Mc calla,AL,Jefferson County
35118,1073,Mulga,AL,Jefferson County
35048,1073,Clay,AL,Jefferson County
35220,1073,Birmingham,AL,Jefferson County
35219,1073,Birmingham,AL,Jefferson County
35139,1073,Sayre,AL,Jefferson County
35068,1073,Fultondale,AL,Jefferson County
35006,1073,Adger,AL,Jefferson County
35173,1073,Trussville,AL,Jefferson County
35205,1073,Birmingham,AL,Jefferson County
35209,1073,Birmingham,AL,Jefferson County
35235,1073,Birmingham,AL,Jefferson County
35234,1073,Birmingham,AL,Jefferson County
35260,1073,Birmingham,AL,Jefferson County
35261,1073,Birmingham,AL,Jefferson County
35295,1073,Birmingham,AL,Jefferson County
35020,1073,Bessemer,AL,Jefferson County
35133,1073,Remlap,AL,Jefferson County
35116,1073,Morris,AL,Jefferson County
35255,1073,Birmingham,AL,Jefferson County
35223,1073,Birmingham,AL,Jefferson County
35217,1073,Birmingham,AL,Jefferson County
35285,1073,Birmingham,AL,Jefferson County
35270,1073,Birmingham,AL,Jefferson County
35142,1073,Shannon,AL,Jefferson County
35249,1073,Birmingham,AL,Jefferson County
35080,1073,Helena,AL,Jefferson County
35071,1073,Gardendale,AL,Jefferson County
35148,1073,Sumiton,AL,Jefferson County
35213,1073,Birmingham,AL,Jefferson County
35212,1073,Birmingham,AL,Jefferson County
35228,1073,Birmingham,AL,Jefferson County
35259,1073,Birmingham,AL,Jefferson County
35119,1073,New castle,AL,Jefferson County
35062,1073,Dora,AL,Jefferson County
35079,1073,Hayden,AL,Jefferson County
35204,1073,Birmingham,AL,Jefferson County
35207,1073,Birmingham,AL,Jefferson County
35201,1073,Birmingham,AL,Jefferson County
35180,1073,Warrior,AL,Jefferson County
35226,1073,Birmingham,AL,Jefferson County
35266,1073,Birmingham,AL,Jefferson County
35015,1073,Alton,AL,Jefferson County
35232,1073,Birmingham,AL,Jefferson County
35229,1073,Birmingham,AL,Jefferson County
35576,1075,Millport,AL,Lamar County
35586,1075,Sulligent,AL,Lamar County
35592,1075,Vernon,AL,Lamar County
35563,1075,Guin,AL,Lamar County
35570,1075,Hamilton,AL,Lamar County
35544,1075,Beaverton,AL,Lamar County
35574,1075,Kennedy,AL,Lamar County
35555,1075,Fayette,AL,Lamar County
35552,1075,Detroit,AL,Lamar County
35614,1077,Athens,AL,Lauderdale County
35677,1077,Waterloo,AL,Lauderdale County
35630,1077,Florence,AL,Lauderdale County
35634,1077,Florence,AL,Lauderdale County
35633,1077,Florence,AL,Lauderdale County
35648,1077,Lexington,AL,Lauderdale County
35631,1077,Florence,AL,Lauderdale County
35610,1077,Anderson,AL,Lauderdale County
35645,1077,Killen,AL,Lauderdale County
35632,1077,Florence,AL,Lauderdale County
35652,1077,Rogersville,AL,Lauderdale County
35617,1077,Cloverdale,AL,Lauderdale County
35619,1079,Danville,AL,Lawrence County
35672,1079,Town creek,AL,Lawrence County
35650,1079,Moulton,AL,Lawrence County
35618,1079,Courtland,AL,Lawrence County
35673,1079,Trinity,AL,Lawrence County
35651,1079,Mount hope,AL,Lawrence County
35603,1079,Decatur,AL,Lawrence County
35654,1079,Russellville,AL,Lawrence County
35540,1079,Addison,AL,Lawrence County
35643,1079,Hillsboro,AL,Lawrence County
36874,1081,Salem,AL,Lee County
36877,1081,Smiths station,AL,Lee County
36849,1081,Auburn university,AL,Lee County
36804,1081,Opelika,AL,Lee County
36832,1081,Auburn,AL,Lee County
36854,1081,Valley,AL,Lee County
36850,1081,Camp hill,AL,Lee County
36879,1081,Waverly,AL,Lee County
36866,1081,Notasulga,AL,Lee County
36852,1081,Cusseta,AL,Lee County
36867,1081,Phenix city,AL,Lee County
36830,1081,Auburn,AL,Lee County
36801,1081,Opelika,AL,Lee County
36870,1081,Phenix city,AL,Lee County
36803,1081,Opelika,AL,Lee County
36831,1081,Auburn,AL,Lee County
36865,1081,Loachapoka,AL,Lee County
35614,1083,Athens,AL,Limestone County
35749,1083,Harvest,AL,Limestone County
35620,1083,Elkmont,AL,Limestone County
35773,1083,Toney,AL,Limestone County
35612,1083,Athens,AL,Limestone County
35739,1083,Ardmore,AL,Limestone County
35615,1083,Belle mina,AL,Limestone County
35649,1083,Mooresville,AL,Limestone County
35756,1083,Madison,AL,Limestone County
35757,1083,Madison,AL,Limestone County
35647,1083,Lester,AL,Limestone County
35613,1083,Athens,AL,Limestone County
35671,1083,Tanner,AL,Limestone County
35742,1083,Capshaw,AL,Limestone County
35610,1083,Anderson,AL,Limestone County
35611,1083,Athens,AL,Limestone County
35652,1083,Rogersville,AL,Limestone County
36043,1085,Hope hull,AL,Lowndes County
36752,1085,Lowndesboro,AL,Lowndes County
36047,1085,Letohatchee,AL,Lowndes County
36701,1085,Selma,AL,Lowndes County
36040,1085,Hayneville,AL,Lowndes County
36785,1085,Tyler,AL,Lowndes County
36041,1085,Highland home,AL,Lowndes County
36032,1085,Fort deposit,AL,Lowndes County
36775,1085,Sardis,AL,Lowndes County
36761,1085,Minter,AL,Lowndes County
36039,1087,Hardaway,AL,Macon County
36029,1087,Fitzpatrick,AL,Macon County
36089,1087,Union springs,AL,Macon County
36078,1087,Tallassee,AL,Macon County
36013,1087,Cecil,AL,Macon County
36804,1087,Opelika,AL,Macon County
36860,1087,Hurtsboro,AL,Macon County
36087,1087,Tuskegee institute,AL,Macon County
36832,1087,Auburn,AL,Macon County
36075,1087,Shorter,AL,Macon County
36088,1087,Tuskegee institute,AL,Macon County
36879,1087,Waverly,AL,Macon County
36866,1087,Notasulga,AL,Macon County
36083,1087,Tuskegee,AL,Macon County
36830,1087,Auburn,AL,Macon County
35803,1089,Huntsville,AL,Madison County
35749,1089,Harvest,AL,Madison County
35760,1089,New hope,AL,Madison County
35897,1089,Huntsville,AL,Madison County
35810,1089,Huntsville,AL,Madison County
35808,1089,Huntsville,AL,Madison County
35776,1089,Woodville,AL,Madison County
35816,1089,Huntsville,AL,Madison County
35801,1089,Huntsville,AL,Madison County
35773,1089,Toney,AL,Madison County
35894,1089,Huntsville,AL,Madison County
35811,1089,Huntsville,AL,Madison County
