ZIP,STCOUNTYFP,CITY,STATE,COUNTYNAME
52567,19177,Libertyville,IA,Van Buren County
52588,19177,Selma,IA,Van Buren County
52565,19177,Keosauqua,IA,Van Buren County
52542,19177,Cantril,IA,Van Buren County
52554,19177,Eldon,IA,Van Buren County
52535,19177,Birmingham,IA,Van Buren County
52651,19177,Stockport,IA,Van Buren County
52553,19179,Eddyville,IA,Wapello County
52566,19179,Kirkville,IA,Wapello County
52533,19179,Batavia,IA,Wapello County
52563,19179,Hedrick,IA,Wapello County
52561,19179,Fremont,IA,Wapello County
52501,19179,Ottumwa,IA,Wapello County
52530,19179,Agency,IA,Wapello County
52548,19179,Chillicothe,IA,Wapello County
52552,19179,Drakesville,IA,Wapello County
52536,19179,Blakesburg,IA,Wapello County
52554,19179,Eldon,IA,Wapello County
52531,19179,Albia,IA,Wapello County
52537,19179,Bloomfield,IA,Wapello County
50125,19181,Indianola,IA,Warren County
50001,19181,Ackworth,IA,Warren County
50257,19181,Truro,IA,Warren County
50118,19181,Hartford,IA,Warren County
50229,19181,Prole,IA,Warren County
50240,19181,Saint charles,IA,Warren County
50320,19181,Des moines,IA,Warren County
50145,19181,Liberty center,IA,Warren County
50061,19181,Cumming,IA,Warren County
50265,19181,West des moines,IA,Warren County
50252,19181,Swan,IA,Warren County
50213,19181,Osceola,IA,Warren County
50139,19181,Lacona,IA,Warren County
50160,19181,Martensdale,IA,Warren County
50211,19181,Norwalk,IA,Warren County
50151,19181,Lucas,IA,Warren County
50241,19181,Saint marys,IA,Warren County
50047,19181,Carlisle,IA,Warren County
50225,19181,Pleasantville,IA,Warren County
50033,19181,Bevington,IA,Warren County
50166,19181,Milo,IA,Warren County
50210,19181,New virginia,IA,Warren County
50321,19181,Des moines,IA,Warren County
52247,19183,Kalona,IA,Washington County
52641,19183,Mount pleasant,IA,Washington County
52585,19183,Richland,IA,Washington County
52621,19183,Crawfordsville,IA,Washington County
52353,19183,Washington,IA,Washington County
52540,19183,Brighton,IA,Washington County
52738,19183,Columbus junction,IA,Washington County
52359,19183,West chester,IA,Washington County
52201,19183,Ainsworth,IA,Washington County
52356,19183,Wellman,IA,Washington County
52248,19183,Keota,IA,Washington County
52327,19183,Riverside,IA,Washington County
52654,19183,Wayland,IA,Washington County
50060,19185,Corydon,IA,Wayne County
50049,19185,Chariton,IA,Wayne County
50147,19185,Lineville,IA,Wayne County
50238,19185,Russell,IA,Wayne County
52581,19185,Plano,IA,Wayne County
50123,19185,Humeston,IA,Wayne County
50052,19185,Clio,IA,Wayne County
50068,19185,Derby,IA,Wayne County
50103,19185,Garden grove,IA,Wayne County
50008,19185,Allerton,IA,Wayne County
52583,19185,Promise city,IA,Wayne County
52590,19185,Seymour,IA,Wayne County
52569,19185,Melrose,IA,Wayne County
50165,19185,Millerton,IA,Wayne County
50530,19187,Dayton,IA,Webster County
50543,19187,Gowrie,IA,Webster County
50594,19187,Vincent,IA,Webster County
50586,19187,Somers,IA,Webster County
50518,19187,Barnum,IA,Webster County
50548,19187,Humboldt,IA,Webster County
50595,19187,Webster city,IA,Webster County
50516,19187,Badger,IA,Webster County
50501,19187,Fort dodge,IA,Webster County
50521,19187,Burnside,IA,Webster County
50249,19187,Stratford,IA,Webster County
50544,19187,Harcourt,IA,Webster County
50524,19187,Clare,IA,Webster County
50566,19187,Moorland,IA,Webster County
50591,19187,Thor,IA,Webster County
50217,19187,Paton,IA,Webster County
50533,19187,Eagle grove,IA,Webster County
50569,19187,Otho,IA,Webster County
50532,19187,Duncombe,IA,Webster County
50523,19187,Callender,IA,Webster County
50563,19187,Manson,IA,Webster County
50538,19187,Farnhamville,IA,Webster County
50557,19187,Lehigh,IA,Webster County
50465,19189,Rake,IA,Winnebago County
50424,19189,Buffalo center,IA,Winnebago County
50459,19189,Northwood,IA,Winnebago County
50453,19189,Leland,IA,Winnebago County
50446,19189,Joice,IA,Winnebago County
50444,19189,Hanlontown,IA,Winnebago County
50450,19189,Lake mills,IA,Winnebago County
50423,19189,Britt,IA,Winnebago County
50473,19189,Scarville,IA,Winnebago County
50484,19189,Woden,IA,Winnebago County
50434,19189,Fertile,IA,Winnebago County
50478,19189,Thompson,IA,Winnebago County
50436,19189,Forest city,IA,Winnebago County
52132,19191,Calmar,IA,Winneshiek County
52172,19191,Waukon,IA,Winneshiek County
52161,19191,Ossian,IA,Winneshiek County
52101,19191,Decorah,IA,Winneshiek County
52136,19191,Cresco,IA,Winneshiek County
52162,19191,Postville,IA,Winneshiek County
52168,19191,Spillville,IA,Winneshiek County
52149,19191,Highlandville,IA,Winneshiek County
52133,19191,Castalia,IA,Winneshiek County
52165,19191,Ridgeway,IA,Winneshiek County
52144,19191,Fort atkinson,IA,Winneshiek County
52140,19191,Dorchester,IA,Winneshiek County
52171,19191,Waucoma,IA,Winneshiek County
51006,19193,Battle creek,IA,Woodbury County
51054,19193,Sergeant bluff,IA,Woodbury County
51106,19193,Sioux city,IA,Woodbury County
51109,19193,Sioux city,IA,Woodbury County
51108,19193,Sioux city,IA,Woodbury County
51048,19193,Pierson,IA,Woodbury County
51101,19193,Sioux city,IA,Woodbury County
51056,19193,Smithland,IA,Woodbury County
51044,19193,Oto,IA,Woodbury County
51007,19193,Bronson,IA,Woodbury County
51039,19193,Moville,IA,Woodbury County
51026,19193,Hornick,IA,Woodbury County
51063,19193,Whiting,IA,Woodbury County
51015,19193,Climbing hill,IA,Woodbury County
51028,19193,Kingsley,IA,Woodbury County
51055,19193,Sloan,IA,Woodbury County
51061,19193,Washta,IA,Woodbury County
51034,19193,Mapleton,IA,Woodbury County
51111,19193,Sioux city,IA,Woodbury County
51052,19193,Salix,IA,Woodbury County
51004,19193,Anthon,IA,Woodbury County
51103,19193,Sioux city,IA,Woodbury County
51104,19193,Sioux city,IA,Woodbury County
51019,19193,Danbury,IA,Woodbury County
51105,19193,Sioux city,IA,Woodbury County
51016,19193,Correctionville,IA,Woodbury County
51102,19193,Sioux city,IA,Woodbury County
51018,19193,Cushing,IA,Woodbury County
51030,19193,Lawton,IA,Woodbury County
50440,19195,Grafton,IA,Worth County
50464,19195,Plymouth,IA,Worth County
50426,19195,Carpenter,IA,Worth County
50461,19195,Osage,IA,Worth County
50456,19195,Manly,IA,Worth County
50401,19195,Mason city,IA,Worth County
50472,19195,Saint ansgar,IA,Worth County
50459,19195,Northwood,IA,Worth County
50446,19195,Joice,IA,Worth County
50444,19195,Hanlontown,IA,Worth County
50450,19195,Lake mills,IA,Worth County
50448,19195,Kensett,IA,Worth County
50434,19195,Fertile,IA,Worth County
50071,19197,Dows,IA,Wright County
50525,19197,Clarion,IA,Wright County
50447,19197,Kanawha,IA,Wright County
50034,19197,Blairsburg,IA,Wright County
50595,19197,Webster city,IA,Wright County
50599,19197,Woolstock,IA,Wright County
50271,19197,Williams,IA,Wright County
50470,19197,Rowan,IA,Wright County
50542,19197,Goldfield,IA,Wright County
50577,19197,Renwick,IA,Wright County
50006,19197,Alden,IA,Wright County
50420,19197,Alexander,IA,Wright County
50421,19197,Belmond,IA,Wright County
50533,19197,Eagle grove,IA,Wright County
50532,19197,Duncombe,IA,Wright County
50457,19197,Meservey,IA,Wright County
50430,19197,Corwith,IA,Wright County
50101,19197,Galt,IA,Wright County
66749,20001,Iola,KS,Allen County
66742,20001,Gas,KS,Allen County
66748,20001,Humboldt,KS,Allen County
66039,20001,Kincaid,KS,Allen County
66732,20001,Elsmore,KS,Allen County
66758,20001,Neosho falls,KS,Allen County
66015,20001,Colony,KS,Allen County
66751,20001,La harpe,KS,Allen County
66720,20001,Chanute,KS,Allen County
66755,20001,Moran,KS,Allen County
66772,20001,Savonburg,KS,Allen County
66716,20001,Bronson,KS,Allen County
66014,20003,Centerville,KS,Anderson County
66749,20003,Iola,KS,Anderson County
66033,20003,Greeley,KS,Anderson County
66032,20003,Garnett,KS,Anderson County
66093,20003,Westphalia,KS,Anderson County
66080,20003,Richmond,KS,Anderson County
66091,20003,Welda,KS,Anderson County
66010,20003,Blue mound,KS,Anderson County
66039,20003,Kincaid,KS,Anderson County
66095,20003,Williamsburg,KS,Anderson County
66758,20003,Neosho falls,KS,Anderson County
66015,20003,Colony,KS,Anderson County
66058,20005,Muscotah,KS,Atchison County
66023,20005,Effingham,KS,Atchison County
66424,20005,Everest,KS,Atchison County
66016,20005,Cummings,KS,Atchison County
66552,20005,Whiting,KS,Atchison County
66041,20005,Lancaster,KS,Atchison County
66088,20005,Valley falls,KS,Atchison County
66002,20005,Atchison,KS,Atchison County
66436,20005,Holton,KS,Atchison County
66439,20005,Horton,KS,Atchison County
66060,20005,Nortonville,KS,Atchison County
67104,20007,Medicine lodge,KS,Barber County
67009,20007,Attica,KS,Barber County
67112,20007,Nashville,KS,Barber County
67138,20007,Sharon,KS,Barber County
67134,20007,Sawyer,KS,Barber County
67061,20007,Hazelton,KS,Barber County
67028,20007,Coats,KS,Barber County
67071,20007,Lake city,KS,Barber County
67070,20007,Kiowa,KS,Barber County
67057,20007,Hardtner,KS,Barber County
67143,20007,Sun city,KS,Barber County
67065,20007,Isabel,KS,Barber County
67665,20009,Russell,KS,Barton County
67450,20009,Holyrood,KS,Barton County
67564,20009,Olmitz,KS,Barton County
67526,20009,Ellinwood,KS,Barton County
67511,20009,Albert,KS,Barton County
67525,20009,Claflin,KS,Barton County
67427,20009,Bushton,KS,Barton County
67565,20009,Otis,KS,Barton County
67544,20009,Hoisington,KS,Barton County
67530,20009,Great bend,KS,Barton County
67567,20009,Pawnee rock,KS,Barton County
66738,20011,Fulton,KS,Bourbon County
66746,20011,Hepler,KS,Bourbon County
66741,20011,Garland,KS,Bourbon County
66701,20011,Fort scott,KS,Bourbon County
66711,20011,Arcadia,KS,Bourbon County
66775,20011,Stark,KS,Bourbon County
66754,20011,Mapleton,KS,Bourbon County
66010,20011,Blue mound,KS,Bourbon County
66779,20011,Uniontown,KS,Bourbon County
66769,20011,Redfield,KS,Bourbon County
66056,20011,Mound city,KS,Bourbon County
66780,20011,Walnut,KS,Bourbon County
66755,20011,Moran,KS,Bourbon County
66772,20011,Savonburg,KS,Bourbon County
66716,20011,Bronson,KS,Bourbon County
66094,20013,White cloud,KS,Brown County
66017,20013,Denton,KS,Brown County
66424,20013,Everest,KS,Brown County
66534,20013,Sabetha,KS,Brown County
66041,20013,Lancaster,KS,Brown County
66434,20013,Hiawatha,KS,Brown County
66516,20013,Netawaka,KS,Brown County
66527,20013,Powhattan,KS,Brown County
66515,20013,Morrill,KS,Brown County
66439,20013,Horton,KS,Brown County
66532,20013,Robinson,KS,Brown County
66425,20013,Fairview,KS,Brown County
66550,20013,Wetmore,KS,Brown County
67042,20015,El dorado,KS,Butler County
67132,20015,Rosalia,KS,Butler County
67144,20015,Towanda,KS,Butler County
67072,20015,Latham,KS,Butler County
67002,20015,Andover,KS,Butler County
67008,20015,Atlanta,KS,Butler County
66842,20015,Cassoday,KS,Butler County
67232,20015,Wichita,KS,Butler County
67010,20015,Augusta,KS,Butler County
67045,20015,Eureka,KS,Butler County
67230,20015,Wichita,KS,Butler County
67039,20015,Douglass,KS,Butler County
67017,20015,Benton,KS,Butler County
67114,20015,Newton,KS,Butler County
67074,20015,Leon,KS,Butler County
67133,20015,Rose hill,KS,Butler County
67228,20015,Wichita,KS,Butler County
66840,20015,Burns,KS,Butler County
67154,20015,Whitewater,KS,Butler County
67041,20015,Elbing,KS,Butler County
67123,20015,Potwin,KS,Butler County
67012,20015,Beaumont,KS,Butler County
66869,20017,Strong city,KS,Chase County
66845,20017,Cottonwood falls,KS,Chase County
66862,20017,Matfield green,KS,Chase County
66850,20017,Elmdale,KS,Chase County
66840,20017,Burns,KS,Chase County
66843,20017,Cedar point,KS,Chase County
66858,20017,Lincolnville,KS,Chase County
66801,20017,Emporia,KS,Chase County
66865,20017,Olpe,KS,Chase County
67344,20019,Elk city,KS,Chautauqua County
67353,20019,Moline,KS,Chautauqua County
67346,20019,Grenola,KS,Chautauqua County
67355,20019,Niotaze,KS,Chautauqua County
67334,20019,Chautauqua,KS,Chautauqua County
67347,20019,Havana,KS,Chautauqua County
67024,20019,Cedar vale,KS,Chautauqua County
67349,20019,Howard,KS,Chautauqua County
67361,20019,Sedan,KS,Chautauqua County
67352,20019,Longton,KS,Chautauqua County
67360,20019,Peru,KS,Chautauqua County
67336,20021,Chetopa,KS,Cherokee County
66739,20021,Galena,KS,Cherokee County
66724,20021,Cherokee,KS,Cherokee County
66773,20021,Scammon,KS,Cherokee County
66725,20021,Columbus,KS,Cherokee County
66713,20021,Baxter springs,KS,Cherokee County
66762,20021,Pittsburg,KS,Cherokee County
67356,20021,Oswego,KS,Cherokee County
66728,20021,Crestline,KS,Cherokee County
66770,20021,Riverton,KS,Cherokee County
66781,20021,Weir,KS,Cherokee County
66753,20021,Mc cune,KS,Cherokee County
66778,20021,Treece,KS,Cherokee County
66782,20021,West mineral,KS,Cherokee County
67741,20023,Kanorado,KS,Cheyenne County
67756,20023,Saint francis,KS,Cheyenne County
67731,20023,Bird city,KS,Cheyenne County
67834,20025,Bucklin,KS,Clark County
67127,20025,Protection,KS,Clark County
67842,20025,Ford,KS,Clark County
67844,20025,Fowler,KS,Clark County
67865,20025,Minneola,KS,Clark County
67840,20025,Englewood,KS,Clark County
67831,20025,Ashland,KS,Clark County
67410,20027,Abilene,KS,Clay County
67466,20027,Miltonvale,KS,Clay County
67447,20027,Green,KS,Clay County
66937,20027,Clifton,KS,Clay County
67458,20027,Longford,KS,Clay County
67468,20027,Morganville,KS,Clay County
66962,20027,Palmer,KS,Clay County
66938,20027,Clyde,KS,Clay County
67432,20027,Clay center,KS,Clay County
67487,20027,Wakefield,KS,Clay County
66935,20029,Belleville,KS,Cloud County
66901,20029,Concordia,KS,Cloud County
66966,20029,Scandia,KS,Cloud County
67455,20029,Lincoln,KS,Cloud County
66940,20029,Cuba,KS,Cloud County
67466,20029,Miltonvale,KS,Cloud County
67417,20029,Aurora,KS,Cloud County
66930,20029,Agenda,KS,Cloud County
67420,20029,Beloit,KS,Cloud County
66948,20029,Jamestown,KS,Cloud County
67436,20029,Delphos,KS,Cloud County
67445,20029,Glasco,KS,Cloud County
66938,20029,Clyde,KS,Cloud County
66783,20031,Yates center,KS,Coffey County
66868,20031,Reading,KS,Coffey County
66093,20031,Westphalia,KS,Coffey County
66854,20031,Hartford,KS,Coffey County
66856,20031,Lebo,KS,Coffey County
66839,20031,Burlington,KS,Coffey County
66864,20031,Neosho rapids,KS,Coffey County
66857,20031,Le roy,KS,Coffey County
66095,20031,Williamsburg,KS,Coffey County
66852,20031,Gridley,KS,Coffey County
66758,20031,Neosho falls,KS,Coffey County
66871,20031,Waverly,KS,Coffey County
67029,20033,Coldwater,KS,Comanche County
67155,20033,Wilmore,KS,Comanche County
67127,20033,Protection,KS,Comanche County
67005,20035,Arkansas city,KS,Cowley County
67119,20035,Oxford,KS,Cowley County
67110,20035,Mulvane,KS,Cowley County
67072,20035,Latham,KS,Cowley County
67102,20035,Maple city,KS,Cowley County
67008,20035,Atlanta,KS,Cowley County
67051,20035,Geuda springs,KS,Cowley County
67023,20035,Cambridge,KS,Cowley County
67039,20035,Douglass,KS,Cowley County
67024,20035,Cedar vale,KS,Cowley County
67131,20035,Rock,KS,Cowley County
67038,20035,Dexter,KS,Cowley County
67146,20035,Udall,KS,Cowley County
67156,20035,Winfield,KS,Cowley County
67019,20035,Burden,KS,Cowley County
66712,20037,Arma,KS,Crawford County
66746,20037,Hepler,KS,Crawford County
66701,20037,Fort scott,KS,Crawford County
66743,20037,Girard,KS,Crawford County
66711,20037,Arcadia,KS,Crawford County
66724,20037,Cherokee,KS,Crawford County
66734,20037,Farlington,KS,Crawford County
66760,20037,Opolis,KS,Crawford County
66763,20037,Frontenac,KS,Crawford County
66756,20037,Mulberry,KS,Crawford County
66762,20037,Pittsburg,KS,Crawford County
66735,20037,Franklin,KS,Crawford County
66781,20037,Weir,KS,Crawford County
66753,20037,Mc cune,KS,Crawford County
66780,20037,Walnut,KS,Crawford County
67749,20039,Oberlin,KS,Decatur County
67757,20039,Selden,KS,Decatur County
67643,20039,Jennings,KS,Decatur County
67653,20039,Norcatur,KS,Decatur County
67635,20039,Dresden,KS,Decatur County
66441,20041,Junction city,KS,Dickinson County
67410,20041,Abilene,KS,Dickinson County
67448,20041,Gypsum,KS,Dickinson County
67451,20041,Hope,KS,Dickinson County
67480,20041,Solomon,KS,Dickinson County
67475,20041,Ramona,KS,Dickinson County
67449,20041,Herington,KS,Dickinson County
67441,20041,Enterprise,KS,Dickinson County
67492,20041,Woodbine,KS,Dickinson County
67431,20041,Chapman,KS,Dickinson County
67487,20041,Wakefield,KS,Dickinson County
67482,20041,Talmage,KS,Dickinson County
66094,20043,White cloud,KS,Doniphan County
66087,20043,Troy,KS,Doniphan County
66017,20043,Denton,KS,Doniphan County
66090,20043,Wathena,KS,Doniphan County
66024,20043,Elwood,KS,Doniphan County
66041,20043,Lancaster,KS,Doniphan County
66008,20043,Bendena,KS,Doniphan County
66035,20043,Highland,KS,Doniphan County
66002,20043,Atchison,KS,Doniphan County
66532,20043,Robinson,KS,Doniphan County
66049,20045,Lawrence,KS,Douglas County
66025,20045,Eudora,KS,Douglas County
66050,20045,Lecompton,KS,Douglas County
66046,20045,Lawrence,KS,Douglas County
66092,20045,Wellsville,KS,Douglas County
66021,20045,Edgerton,KS,Douglas County
66409,20045,Berryton,KS,Douglas County
66524,20045,Overbrook,KS,Douglas County
66047,20045,Lawrence,KS,Douglas County
66542,20045,Tecumseh,KS,Douglas County
66045,20045,Lawrence,KS,Douglas County
66006,20045,Baldwin city,KS,Douglas County
66044,20045,Lawrence,KS,Douglas County
67054,20047,Greensburg,KS,Edwards County
67563,20047,Offerle,KS,Edwards County
67519,20047,Belpre,KS,Edwards County
67059,20047,Haviland,KS,Edwards County
67547,20047,Kinsley,KS,Edwards County
67557,20047,Macksville,KS,Edwards County
67552,20047,Lewis,KS,Edwards County
67344,20049,Elk city,KS,Elk County
67353,20049,Moline,KS,Elk County
67345,20049,Elk falls,KS,Elk County
67346,20049,Grenola,KS,Elk County
67122,20049,Piedmont,KS,Elk County
67137,20049,Severy,KS,Elk County
67047,20049,Fall river,KS,Elk County
67349,20049,Howard,KS,Elk County
67352,20049,Longton,KS,Elk County
67640,20051,Gorham,KS,Ellis County
67659,20051,Penokee,KS,Ellis County
67660,20051,Pfeifer,KS,Ellis County
67651,20051,Natoma,KS,Ellis County
67663,20051,Plainville,KS,Ellis County
67627,20051,Catharine,KS,Ellis County
67671,20051,Victoria,KS,Ellis County
67667,20051,Schoenchen,KS,Ellis County
67601,20051,Hays,KS,Ellis County
67674,20051,Walker,KS,Ellis County
67637,20051,Ellis,KS,Ellis County
67556,20051,Mc cracken,KS,Ellis County
67520,20051,Bison,KS,Ellis County
67423,20053,Beverly,KS,Ellsworth County
67459,20053,Lorraine,KS,Ellsworth County
67450,20053,Holyrood,KS,Ellsworth County
67439,20053,Ellsworth,KS,Ellsworth County
67425,20053,Brookville,KS,Ellsworth County
67444,20053,Geneseo,KS,Ellsworth County
67490,20053,Wilson,KS,Ellsworth County
67427,20053,Bushton,KS,Ellsworth County
67464,20053,Marquette,KS,Ellsworth County
67454,20053,Kanopolis,KS,Ellsworth County
67851,20055,Holcomb,KS,Finney County
67839,20055,Dighton,KS,Finney County
67838,20055,Deerfield,KS,Finney County
67871,20055,Scott city,KS,Finney County
67853,20055,Ingalls,KS,Finney County
67868,20055,Pierceville,KS,Finney County
67846,20055,Garden city,KS,Finney County
67835,20055,Cimarron,KS,Finney County
67834,20057,Bucklin,KS,Ford County
67563,20057,Offerle,KS,Ford County
67842,20057,Ford,KS,Ford County
67844,20057,Fowler,KS,Ford County
67865,20057,Minneola,KS,Ford County
67801,20057,Dodge city,KS,Ford County
67882,20057,Wright,KS,Ford County
67876,20057,Spearville,KS,Ford County
67841,20057,Ensign,KS,Ford County
67835,20057,Cimarron,KS,Ford County
66033,20059,Greeley,KS,Franklin County
66079,20059,Rantoul,KS,Franklin County
66076,20059,Pomona,KS,Franklin County
66078,20059,Princeton,KS,Franklin County
66092,20059,Wellsville,KS,Franklin County
66080,20059,Richmond,KS,Franklin County
66524,20059,Overbrook,KS,Franklin County
66067,20059,Ottawa,KS,Franklin County
66095,20059,Williamsburg,KS,Franklin County
66042,20059,Lane,KS,Franklin County
66528,20059,Quenemo,KS,Franklin County
66006,20059,Baldwin city,KS,Franklin County
66064,20059,Osawatomie,KS,Franklin County
66441,20061,Junction city,KS,Geary County
66442,20061,Fort riley,KS,Geary County
66401,20061,Alma,KS,Geary County
66834,20061,Alta vista,KS,Geary County
66502,20061,Manhattan,KS,Geary County
66849,20061,Dwight,KS,Geary County
66872,20061,White city,KS,Geary County
67431,20061,Chapman,KS,Geary County
66514,20061,Milford,KS,Geary County
67487,20061,Wakefield,KS,Geary County
67748,20063,Oakley,KS,Gove County
67752,20063,Quinter,KS,Gove County
67751,20063,Park,KS,Gove County
67738,20063,Grinnell,KS,Gove County
67737,20063,Grainfield,KS,Gove County
67736,20063,Gove,KS,Gove County
67625,20065,Bogue,KS,Graham County
67656,20065,Ogallah,KS,Graham County
67650,20065,Morland,KS,Graham County
67659,20065,Penokee,KS,Graham County
67642,20065,Hill city,KS,Graham County
67740,20065,Hoxie,KS,Graham County
67632,20065,Damar,KS,Graham County
67657,20065,Palco,KS,Graham County
67672,20065,Wakeeney,KS,Graham County
67855,20067,Johnson,KS,Grant County
67880,20067,Ulysses,KS,Grant County
67870,20067,Satanta,KS,Grant County
67860,20067,Lakin,KS,Grant County
67844,20069,Fowler,KS,Gray County
67853,20069,Ingalls,KS,Gray County
67801,20069,Dodge city,KS,Gray County
67867,20069,Montezuma,KS,Gray County
67843,20069,Fort dodge,KS,Gray County
67841,20069,Ensign,KS,Gray County
67846,20069,Garden city,KS,Gray County
67837,20069,Copeland,KS,Gray County
67835,20069,Cimarron,KS,Gray County
67879,20071,Tribune,KS,Greeley County
67762,20071,Weskan,KS,Greeley County
66870,20073,Virgil,KS,Greenwood County
66853,20073,Hamilton,KS,Greenwood County
67045,20073,Eureka,KS,Greenwood County
66860,20073,Madison,KS,Greenwood County
67122,20073,Piedmont,KS,Greenwood County
66852,20073,Gridley,KS,Greenwood County
67137,20073,Severy,KS,Greenwood County
67047,20073,Fall river,KS,Greenwood County
66777,20073,Toronto,KS,Greenwood County
66855,20073,Lamont,KS,Greenwood County
66863,20073,Neal,KS,Greenwood County
67857,20075,Kendall,KS,Hamilton County
67878,20075,Syracuse,KS,Hamilton County
67836,20075,Coolidge,KS,Hamilton County
67009,20077,Attica,KS,Harper County
67159,20077,Zenda,KS,Harper County
67058,20077,Harper,KS,Harper County
67138,20077,Sharon,KS,Harper County
67049,20077,Freeport,KS,Harper County
67003,20077,Anthony,KS,Harper County
67061,20077,Hazelton,KS,Harper County
67036,20077,Danville,KS,Harper County
67004,20077,Argonia,KS,Harper County
67018,20077,Bluff city,KS,Harper County
67150,20077,Waldron,KS,Harper County
67117,20079,North newton,KS,Harvey County
67522,20079,Buhler,KS,Harvey County
67020,20079,Burrton,KS,Harvey County
66866,20079,Peabody,KS,Harvey County
67546,20079,Inman,KS,Harvey County
67135,20079,Sedgwick,KS,Harvey County
67147,20079,Valley center,KS,Harvey County
67062,20079,Hesston,KS,Harvey County
67114,20079,Newton,KS,Harvey County
67151,20079,Walton,KS,Harvey County
67154,20079,Whitewater,KS,Harvey County
67107,20079,Moundridge,KS,Harvey County
67056,20079,Halstead,KS,Harvey County
67880,20081,Ulysses,KS,Haskell County
67870,20081,Satanta,KS,Haskell County
67877,20081,Sublette,KS,Haskell County
67837,20081,Copeland,KS,Haskell County
67952,20081,Moscow,KS,Haskell County
67854,20083,Jetmore,KS,Hodgeman County
67563,20083,Offerle,KS,Hodgeman County
67801,20083,Dodge city,KS,Hodgeman County
67849,20083,Hanston,KS,Hodgeman County
67876,20083,Spearville,KS,Hodgeman County
67547,20083,Kinsley,KS,Hodgeman County
67523,20083,Burdett,KS,Hodgeman County
67835,20083,Cimarron,KS,Hodgeman County
66058,20085,Muscotah,KS,Jackson County
66539,20085,Silver lake,KS,Jackson County
66617,20085,Topeka,KS,Jackson County
66512,20085,Meriden,KS,Jackson County
66536,20085,Saint marys,KS,Jackson County
66552,20085,Whiting,KS,Jackson County
66416,20085,Circleville,KS,Jackson County
66422,20085,Emmett,KS,Jackson County
66509,20085,Mayetta,KS,Jackson County
66516,20085,Netawaka,KS,Jackson County
66432,20085,Havensville,KS,Jackson County
66540,20085,Soldier,KS,Jackson County
66436,20085,Holton,KS,Jackson County
66418,20085,Delia,KS,Jackson County
66439,20085,Horton,KS,Jackson County
66533,20085,Rossville,KS,Jackson County
66419,20085,Denison,KS,Jackson County
66440,20085,Hoyt,KS,Jackson County
66618,20085,Topeka,KS,Jackson County
66550,20085,Wetmore,KS,Jackson County
66086,20087,Tonganoxie,KS,Jefferson County
66073,20087,Perry,KS,Jefferson County
66617,20087,Topeka,KS,Jefferson County
66512,20087,Meriden,KS,Jefferson County
66429,20087,Grantville,KS,Jefferson County
66088,20087,Valley falls,KS,Jefferson County
66054,20087,Mc louth,KS,Jefferson County
66097,20087,Winchester,KS,Jefferson County
66002,20087,Atchison,KS,Jefferson County
66066,20087,Oskaloosa,KS,Jefferson County
66070,20087,Ozawkie,KS,Jefferson County
66436,20087,Holton,KS,Jefferson County
66419,20087,Denison,KS,Jefferson County
66044,20087,Lawrence,KS,Jefferson County
66060,20087,Nortonville,KS,Jefferson County
66939,20089,Courtland,KS,Jewell County
66956,20089,Mankato,KS,Jewell County
66941,20089,Esbon,KS,Jewell County
66970,20089,Webber,KS,Jewell County
67420,20089,Beloit,KS,Jewell County
66949,20089,Jewell,KS,Jewell County
66948,20089,Jamestown,KS,Jewell County
66963,20089,Randall,KS,Jewell County
66936,20089,Burr oak,KS,Jewell County
67430,20089,Cawker city,KS,Jewell County
66942,20089,Formoso,KS,Jewell County
66083,20091,Spring hill,KS,Johnson County
66025,20091,Eudora,KS,Johnson County
66031,20091,New century,KS,Johnson County
66250,20091,Lenexa,KS,Johnson County
66018,20091,De soto,KS,Johnson County
66013,20091,Bucyrus,KS,Johnson County
66204,20091,Overland park,KS,Johnson County
66210,20091,Overland park,KS,Johnson County
66085,20091,Stilwell,KS,Johnson County
66283,20091,Overland park,KS,Johnson County
66208,20091,Prairie village,KS,Johnson County
66211,20091,Leawood,KS,Johnson County
66213,20091,Overland park,KS,Johnson County
66106,20091,Kansas city,KS,Johnson County
66205,20091,Mission,KS,Johnson County
66216,20091,Shawnee,KS,Johnson County
66218,20091,Shawnee,KS,Johnson County
66286,20091,Shawnee,KS,Johnson County
66051,20091,Olathe,KS,Johnson County
66061,20091,Olathe,KS,Johnson County
66021,20091,Edgerton,KS,Johnson County
66206,20091,Leawood,KS,Johnson County
66217,20091,Shawnee,KS,Johnson County
66214,20091,Overland park,KS,Johnson County
66221,20091,Overland park,KS,Johnson County
66223,20091,Overland park,KS,Johnson County
66227,20091,Lenexa,KS,Johnson County
66282,20091,Overland park,KS,Johnson County
66212,20091,Overland park,KS,Johnson County
66219,20091,Lenexa,KS,Johnson County
66276,20091,Lenexa,KS,Johnson County
66030,20091,Gardner,KS,Johnson County
66203,20091,Shawnee,KS,Johnson County
66285,20091,Lenexa,KS,Johnson County
66063,20091,Olathe,KS,Johnson County
66251,20091,Overland park,KS,Johnson County
66209,20091,Leawood,KS,Johnson County
66215,20091,Lenexa,KS,Johnson County
66207,20091,Overland park,KS,Johnson County
66220,20091,Lenexa,KS,Johnson County
66225,20091,Overland park,KS,Johnson County
66062,20091,Olathe,KS,Johnson County
66202,20091,Mission,KS,Johnson County
66224,20091,Overland park,KS,Johnson County
